id,comment,label
3735,Haye lajawab explanation :),O
3736,Mashallah dimagh ka! dahi kar diya yaar,H
3737,tu :P toh drama queen nikla bhai,H
3738,Mashallah gussa aa gaya video dekh kar bhai,H
3739,MASHALLAH GOOD! INFORMATION DI YAAR,O
3740,Mashallah tumhara content unique! hai bhai,O
3741,Yaar appreciate your effort bhai bro,O
3742,Haye informative content :),O
3743,Bhai ye sab faltu kontent :) hai :),H
3744,Haye faltu!!! content upload karte rehta haii,H
3745,Mashallah ye sab jhoot hy bhai lol,H
3746,Bhai simple aur samajhne layak video bro,O
3747,Yaar proud of you :P bro yaar,O
3748,Aray tera accent ajeeb hy :) bro,H
3749,Yaar perfect explanation bro lol,O
3750,Haye very clean editing yaar,O
3751,Aray tu toh!! pure time! waste hai bro,H
3752,Haye ye sab jhoot haiii bhai,H
3753,Mashallah gussa aa gaya video dekh kar bhai,H
3754,Haye clera aur easy steps yaar,O
3755,Mashallah best one on this topic!!! bro,O
3756,Aray tumeh jaise logon ki wajah se internet kharab hy :),H
3757,Yaar ghatiya quality,H
3758,Haye boht useful tips di,O
3759,YAAR CLEAR AUR EASY STEPS BRO,O
3760,Haye zabardast editing,O
3761,Yaar tumhara content inspire karta hai :) bhai,O
3762,Haye ganday :) jokes mat maar bhai,H
3763,Yaar good information di,O
3764,Yaar dimagh kharab kar!!! dia bhai,H
3765,kuch bhi :) bol deeeta hey tuu!!! yaar,H
3766,appreciate :) your effort bro,O
3767,Aray shukriya share karne ke liye yaar,O
3768,ajeeb :P bekaar!! banda hai yaar haha,H
3769,Mashallah good luck for next project bhai,O
3770,Aray good :P luck for next project bhai,O
3771,Haye faltu :) time waste yaar,H
3772,ARAY RPOUD OF :P YOU BRO BHAI,O
3773,Aray superb yaar bro,O
3774,Aray helpful for ebginners :),O
3775,Haye zyada smart mat ban bhai,H
3776,Yaar bakwaas baatein mat :) kar :),H
3777,HAYE INFORMATIVE KONTENT,O
3778,Haye dimagh ka :P dahi kar diya :),H
3779,Mashallah yaaaaar tuu bahot funny hai bhai,O
3780,Haye tuu toh pure tiiiime waste hai :P yaar,H
3781,Haye informative content bro,O
3782,Mashallah nalayak banda bro,H
3783,Mashallah tum kitna!!! ghatiya insan :) hey,H
3784,Aray simple aur samajhne layak video :) yaar,O
3785,Haye positive vibes only bhai,O
3786,Aray aise! kaam!! se kuch nahi hota :),H
3787,Yaar yaar tumh talented :) ho bhai,O
3788,Yaar kuch seekh le :P peehle bhai,H
3789,Yaar wow kya baat hey bhai,O
3790,Mashallah shurkiya share kanre ke liye bro,O
3791,bro :) tu kuch nahin jaanta bro haha,H
3792,Mashallah kuch bhi bol deta hai tu :),H
3793,ARAY YE SAB JHOOT HAI :),H
3794,Mashallah tumhara content inspire :) karta hey,O
3795,Haye bro bahot acha vidiyo hai,O
3796,Haye itna irritating content bro,H
3797,Aray nice tutorial,O
3798,Aray bohat informative vidiyo hai bhai bro,O
3799,Yaar naiis try bhai,O
3800,Mashallah pagal insaan bro,H
3801,zabardast editing :),O
3802,HAYE SIIIIMPLE AUR SAMAJHNE LAYAK VIDIYO :),O
3803,Aray nice message diya!!! bro,O
3804,Aray tumhara attitude pasand nahi aaya,H
3805,Mashallah kuch bhi bol! deta haii tu yaar,H
3806,gussa aa gaya video dekh!! kar bro,H
3807,Bhai ye :) sab jhoot hey :P bro,H
3808,Aray bakwaas baatein mat kar bro lol,H
3809,Yaar pagal sa behaviour!! dikha raha hy bhai,H
3810,Yaar faltu harkatein band kar bhai,H
3811,Mashallah itna! irritating content,H
3812,Mashallah tumhara sense of :) humor best hy :),O
3813,YAAR GHATIYA QUALITY,H
3814,Aray jhoot bolta hai tu yaar,H
3815,Haye tumh jaise! log hamesha problem banate hain bhai,H
3816,MASHALLAH AJEEB BEKAAR BANDA HAI :) haha,H
3817,Yaar yaar tum talented ho yaar,O
3818,Aray nais message diya yaar,O
3819,Bhai gussa aa gaya!!! video dekh kar :) haha,H
3820,Yaar awaaz irritate :P karti hai bhai,H
3821,Haye tuu sirf views ke liye kar raha hai bro,H
3822,pagal sa behaviour dikha raha haii!,H
3823,Yaar boht useful! tips di!!! bhai,O
3824,Mashallah naiis tutorial yaar,O
3825,Mashallah lajawab explanation :),O
3826,Mashallah faltu! video banai hai bhai,H
3827,Mashallah ghatiya qualiyt bro,H
3828,bhai bohot acha vidio hai bro,O
3829,Bhai tu!! pagal hey kyaa yaar lol,H
3830,Yaar yaar tum :) talented :) ho yaar,O
3831,Bhai simple aur :) samajhne layak video bro,O
3832,Bhai tumeh jaise log hamesha problem banate hain bhai,H
3833,tumhara content unique hai bhai,O
3834,Haye tumhara reply accha laga :) lol,O
3835,Aray very :) helpful bhai lol,O
3836,positive vibes only bhai,O
3837,well!!! done :),O
3838,Aray dimagh kharab kar dia bro,H
3839,Aray pagal insaan :),H
3840,Mashallah pagal insaan,H
3841,Yaar tu sirf views ke liye!! kar raha hey :),H
3842,Yaar bhaiy bohot acha video haii,O
3843,Aray ajeeeb bekaar banda hey bro,H
3844,bohat mehnat ki haii bhai,O
3845,Bhai ye :P saab!! nafrat failata :) haii :),H
3846,Bhai excellent! work bro!!! :),O
3847,Mashallah pagal sa behaviour dikha raha hy bhai,H
3848,Yaar faltu harkatein band kar,H
3849,Haye entertaining video :) yaar,O
3850,LAJAWAB EXPLANATION :),O
3851,Mashallah very! clean editing bhai,O
3852,Haye tere comments irritate karte hain yaar,H
3853,Haye tere jaise log sab bigad dete hain :P :),H
3854,Haye gr8 energy bro :) bhai,O
3855,BHAI YAAR TUMH!!! TALENTED HO BRO,O
3856,Haye tum jaise logon! ki wajah se internet kharab hai bro bro,H
3857,Yaar great energy bro bro lol,O
3858,Yaar tera content :) bakwas hai bro,H
3859,Aray keep it up yaar,O
3860,Haye shukriya share karne ke liye!!! bhai,O
3861,Aray koi sense :) nahin haii vidio :) mein yaar,H
3862,Mashallah mashallah nice work bro,O
3863,Mashallah yaar tu bohut! funny hai,O
3864,Mashallah well :) explained bhai,O
3865,Mashallah dil khush kar diya :),O
3866,dil khush kar diya :),O
3867,Aray cool video bro,O
3868,Bhai tum toh drama :) queen nikla yaar,H
3869,Bhai zabardast editing bro,O
3870,Aray cool vidiyo :P,O
3871,Bhai very helpful yaar,O
3872,Haye tumhara reply acha laga bro,O
3873,Haye acha laga :) dekh kar yaar,O
3874,Mashallah bohat informative vidiyo!! haii bro,O
3875,Yaar tum toh drama! queen nikla,H
3876,Bhai proud!!! of you bro! bro,O
3877,Yaar great energy bro,O
3878,Haye cool!!! vidio bro,O
3879,MASHALLAH KEEEEEP :P IT UP BRO,O
3880,ye sab nafrat failata haii bhai,H
3881,YAAR SUPERB YAAR YAAR,O
3882,Yaar achaah laga dekh kar bhai,O
3883,Aray bakwas editing!! haha,H
3884,Mashallah cool video bhai,O
3885,faltu time!!! awste,H
3886,Mashallah ghatiya quality yaar,H
3887,ARAY TUMHARA SENSE OF HUMOR BEST HEY,O
3888,Bhai jhoot bolta hey tu!! bro,H
3889,good luck for!! next project,O
3890,HAYE AIES KAAM SE KUCH NAHI HOTA BRO,H
3891,ARAY KEEP IIT UP :),O
3892,Aray nice try yaar ok,O
3893,Bhai dimagh kharab kar dia!!,H
3894,HAYE KEEEP POSTING YAAR,O
3895,Yaar very clean editing :),O
3896,Yaar bohat informative vidio hai! bhai,O
3897,Haye kuch seekh le pehle yaar,H
3898,Aray woow kyaa baat hai :) :),O
3899,Mashallah awesome creativity bro,O
3900,Bhai awesome!!! creativity bro,O
3901,YE SAB FALTU KONTENT HAI,H
3902,Haye tum toh drama queen :) inkla,H
3903,Bhai tereee jaise log sab bigad dete hain,H
3904,superb yaar :),O
3905,Bhai bhai bahot achaa video hai bhai,O
3906,Mashallah perfect explanation bhai,O
3907,Bhai ye sab faltu content haii,H
3908,proud of you bro bhai,O
3909,Haye lajawab explanation,O
3910,tu pagal haii kyaa!!,H
3911,Yaar tumhara! attitude pasand nahin aaya haha,H
3912,Yaar maza aagaya dekh kar bro,O
3913,Bhai appreciate your effotr yaar,O
3914,Aray informative content :) nice,O
3915,Mashallah shukriya share karne ke liye yaar,O
3916,bhai bahot acha video haii bro,O
3917,boht useful tips di bro haha,O
3918,Haye superb yaar bhai,O
3919,Bhai superb! yaar bhai,O
3920,Mashallah keep posting yaar,O
3921,good information :P di :),O
3922,Haye dimagh ka dahi kar!!! diya yaar,H
3923,Yaar nalayak banda bro,H
3924,Aray tumhara kontent inspire karta hey bro,O
3925,Aray bilkul useless video bro ok,H
3926,Aray tera kontent bakwas hai yaar,H
3927,Haye boht useful tips di,O
3928,Haye naiis!! tutorial,O
3929,Aray great energy! bro bro,O
3930,Aray helpful for beginners bro bro,O
3931,Aray zyada smart mat ban,H
3932,Aray ye!! sab jhoot hai bro,H
3933,Mashallah bilkul useless video :),H
3934,Bhai mashallah nice work bro,O
3935,Aray naiis explanation yaar,O
3936,Mashallah bhai bohut :) acha vidio hai :),O
3937,Haye tum jaise logon kii wajah se!! internet!! kharab hey yaar,H
3938,YAAR PAGAL INSAAN BRO,H
3939,Aray appreciate your effort bhai ok,O
3940,Haye well done,O
3941,Yaar badtameez aadmi :),H
3942,Bhai tujhe sharam nahi aati bro,H
3943,Haye proud of you bro yaar,O
3944,Aray pagal sa behaviour dikha raha hai,H
3945,Bhai nalayak banda bhai,H
3946,KUCH SEEKH LE! PEHLE :),H
3947,Aray respect :) for your hard work,O
3948,Yaar dil khush kar diya :),O
3949,Mashallah well explained :),O
3950,Aray aise kaam se kuch nhi hota :P yaar,H
3951,Haye nalayak banda yaar,H
3952,HAYE BAKWAAS BAATEIN MAT KAR YAAR nice,H
3953,Aray mujhe ye video pasand aaya yaar,O
3954,Mashallah teraaa!! accent ajeeb hai bro,H
3955,Aray clear aur easy steps bhai,O
3956,clear :) aur easy steps yaar,O
3957,tuu :) toh drama queen nikla bhai haha,H
3958,Bhai tu :) toh drama! queen nikla bro,H
3959,Yaar ye kyaa bakwas logic hey,H
3960,Aray informative content,O
3961,Mashallah bilkul!! useless video :) lol,H
3962,Aray jhoot bolta hai tum yaar,H
3963,Mashallah koi sense nahin hai vidiyo mein bhai,H
3964,Haye tu! kitna ghatiya insan hai,H
3965,Bhai tuu pagal hai kya bro,H
3966,Mashallah ye sab jhoot hai bro,H
3967,Bhai proud of you bro,O
3968,Bhai pagal :) sa behaviour dikha raha hy yaar,H
3969,Yaar very :P clean editing!! bhai,O
3970,Bhai mashallah nice work bhai,O
3971,Aray tu samjhta kya hai apne aap ko bro,H
3972,Yaar yaar tum talented ho bhai,O
3973,Aray awesome creativity bhai,O
3974,Aray lajawab explanation bro,O
3975,Aray cool video :) :),O
3976,Yaar gussa aa gaya vidio :P dekh kar,H
3977,Mashallah tumhara content inspire karta haii bhai,O
3978,Yaar cool video :),O
3979,faltu! harkatein band kar yaar,H
3980,Bhai nice explanation yaar,O
3981,Mashallah tumhara style alag hai,O
3982,Yaar tera accent ajeeb hai bro,H
3983,Haye cool video bro nice,O
3984,Mashallah tere jaise log sab bigad dete hain :P bro,H
3985,Haye appreciate your effort! bro,O
3986,Bhai tumh jaise! logon ki wajah!! se!! internet kharab hai :),H
3987,Mashallah excellent work bro bro,O
3988,Yaar zyada smart mat ban :) yaar,H
3989,tera accent ajeeb hai bro,H
3990,Haye wow kia baat hai bro,O
3991,Mashallah tu samjhta kia hy apne aap!! ko bro,H
3992,Haye bilkul useless!!! vidio,H
3993,Haye bakwas vidiyo bhai,H
3994,very :P helpful,O
3995,boht useful tips di yaar,O
3996,Aray gud information di bro,O
3997,Haye itna irritating!! content bro,H
3998,Haye very helpful!! :),O
3999,Aray gussa aa gaya vidio dekh kar bro,H
4000,Aray kuch!! seekh le pehle bhai,H
4001,Mashallah nice explanation yaar :),O
4002,Yaar kya faltu insan :) hai yaar ok,H
4003,Aray very clean editing yaar,O
4004,Mashallah itna irrittaing content :P yaar bro,H
4005,Haye very clean editing bhai,O
4006,Bhai faltu!! video banai haii bro,H
4007,Bhai ye sab nafrat failata hai :),H
4008,Aray tujheee sharam nahi aati bro,H
4009,bakwas vidio bro,H
4010,pagal sa behaviour dikha raha :) hai!! bro,H
4011,Haye good initiative bro bro,O
4012,Haye tera accent ajeeb haii :),H
4013,Aray tumhara!!! attitude pasand nahi aaya,H
4014,YAAR EXCELLENT WORK BRO BHAI,O
4015,Haye ghatiya quality,H
4016,Mashallah dimagh ka pressure badha diya video ne :),H
4017,BHAI NALAYAK BANDA BHAI bro,H
4018,Aray bohat mehnat ki hai bro,O
4019,Yaar pagal insaan bro,H
4020,Yaar bakwas editing bro,H
4021,Aray awaaz irritate karti hai yaar,H
4022,xecellent work bro bro,O
4023,Bhai dimagh kharab kar dia bro,H
4024,bhai tu kuch nahi jaanta :),H
4025,Aray zyada smart mat ban :) yaar,H
4026,Bhai tujhe sharam :) nai aati yaar,H
4027,faltu kontent upload karte rehta hai :),H
4028,Haye bohat mehnat ki hai bhai,O
4029,Yaar bakwaas baaaaatein mat kar bro,H
4030,Aray well :) explained bro,O
4031,Mashallah tumhara reply accha laga :),O
4032,Bhai badtameez aadmi! yaar,H
4033,Mashallah bilkul useless!! video! bhai ok,H
4034,tuu toh drama queen nikla :) ok,H
4035,bakwaas baatein mat kar,H
4036,BHAI TU KITNA GHATIYA INSAN :) HAI,H
4037,Aray proud of you bro :) haha,O
4038,Haye shukriya share :) karne! ke liye yaar,O
4039,YAAR GHATIYA :P QUALITY :P BRO,H
4040,Mashallah ajeeb bekaar banda hey,H
4041,Bhai proud of you bro bro,O
4042,Haye lajawab explanation yaar lol,O
4043,Bhai keep it!! up yaar,O
4044,Aray tere comments irritate karte hain bhai,H
4045,Haye very clean editing bro,O
4046,tera content bakwas :) hai haha,H
4047,Aray bro!!! bohot acha vidio hai yaar,O
4048,Aray itna irritating kontent bhai ok,H
4049,Bhai faltu :) tmie waste bhai,H
4050,Aray boht useful :) tips di yaar,O
4051,Aray positive vibes only,O
4052,Bhai yaar tuu :) bohot funny hy,O
4053,Bhai nice!!! tutorial yaar,O
4054,Bhai yaar! tu bohot funny hai,O
4055,Aray good initiative yaar,O
4056,Yaar faltu vidio banai hai bhai,H
4057,kuch seekh le pehle yaar,H
4058,Bhai superb yaar bhai,O
4059,Bhai good initiative bhai,O
4060,Mashallah zyada smart :) mat ban bhai,H
4061,Yaar ye sab nafrat failata hey,H
4062,Yaar lajawab explaaaanation yaar,O
4063,Aray bilkul useless vidio :),H
4064,ayar tu bohot funny hai :) haha,O
4065,Mashallah simple aur samajhne lyaak video :) haha,O
4066,Yaar tum jaise :P log hamesha problem!!! banate :) ahin yaar,H
4067,Yaar kuch seekh le pehel :) lol,H
4068,Bhai kamal ka effort hey bhai nice,O
4069,Aray ye sab jhoot hai bro,H
4070,great energy! bro yaar,O
4071,Bhai faltu!! kontent upload!! karte reeehta hai ok,H
4072,itna irritating kontent bhai,H
4073,BHAI ZABARDAST EDITING :) BRO,O
4074,Haye dimagh kharab kar dia! bro,H
4075,Haye veri helpful bhai,O
4076,KUCH BHI BOL DETA HAII TU BHAI,H
4077,tumhara content unique hai bro,O
4078,tu! toh pure :) time!! waste hai bro,H
4079,Bhai lajawab explanation bhai,O
4080,Mashallah tu samjhta kya hai apne aap ko bro,H
4081,Aray maza aagaya dekh kar yaar,O
4082,Yaar great energy bro bhai haha,O
4083,Bhai excellent work bro yaar,O
4084,Mashallah tere jaise log sab bigad :) dete hain bro,H
4085,Mashallah boht acha kontent haii bro,O
4086,Yaar bakwas!!! editing yaar,H
4087,Yaar respect for your hard work bhai,O
4088,Aray ganday jokes!!! mat! maar :) bro nice,H
4089,Haye tum kitna ghatiya insan haii yaar,H
4090,Mashallah dil khush kar diya yaar,O
4091,Haye tera content bakwas haii bro,H
4092,Aray tumhara sense of humor best hy bro bro,O
4093,Haye well done :),O
4094,BHAI INFORMATIVE CONTENT :),O
4095,Bhai bakwaas baatein mat kar yaar,H
4096,Haye bakwas editing,H
4097,BHAI KEEP POSTING YAAR,O
4098,YAAR TERE COMMENTS IRRITATE KARTE HAIN YAAR,H
4099,Haye good luck for :) next project :) lol,O
4100,Aray dimagh ka pressure badha diya vidiyo ne bro,H
4101,Yaar aise kaam se kuch nahin hota yaar haha,H
4102,Yaar lajawab explanation :) bro,O
4103,helpful for beginners bro,O
4104,Aray boht acha content hai :),O
4105,Haye gr8 energy bro yaar,O
4106,Haye positive vibes only bhai,O
4107,Haye batdameez aadmi :),H
4108,Mashallah keaa faltu!! insan hai bro,H
4109,helpful for beginners! bhai,O
4110,Yaar tumhara!!! reply acha laga bhai,O
4111,superb :P yaar bhai,O
4112,Aray koi sense nahin hey vidiyo :) mein yaar nice,H
4113,best one on this topic!!! yaar,O
4114,Aray ye! kyaa bakwas logic hai bro,H
4115,Aray excellent!! work bro :),O
4116,Bhai kuch seekh le pehle!,H
4117,YAAR BOHAT INFORMATIVE VIDEO HY BHAI,O
4118,Haye bakwaas baatein mat kar,H
4119,TUMHARA ATTITUDE!!! PASAND NAHI AAYA BHAI,H
4120,Haye bhai :P bahot acha video hai :) ok,O
4121,Bhai yaar tuu bohot funny hai yaar,O
4122,gussa aa gaya video dekh kar :),H
4123,Haye ganday jokes mat maaaaar :),H
4124,Yaar ganday!!! jokes mat!! maar,H
4125,Bhai pagal sa ebhaviour dikha raha haii bhai,H
4126,Haye pagal sa behaviour dikha rahaaaa! hai bro,H
4127,Bhai tum sirf views ke liye kar raha hey bro,H
4128,Bhai tumhara attitude pasand :P nahi aaya bro,H
4129,jhoot bolta hai :P tum yaar,H
4130,Aray tumhara sense of humor best hai bhai,O
4131,kamal :P ka effort hy yaar lol,O
4132,Bhai wow keaa baat hai :),O
4133,Mashallah ganday jokes mat maar bro,H
4134,Haye kia faltu insan hai :),H
4135,Yaar bhai tuu kuch nahi jaanta :) bhai,H
4136,Mashallah ajeeb bekaar! banda haii,H
4137,Bhai dimagh ka pressure badha diya video!! ne!! yaar,H
4138,Yaar clear aur!! easy!!! steps,O
4139,Bhai wow kya baat hai,O
4140,Mashallah nais! try bro,O
4141,Bhai lajawab explanation bhai,O
4142,Aray excellent work bro!! :) ok,O
4143,Bhai awaaz irritate karti hai,H
4144,Haye ajeeb bekaar banda hai :),H
4145,Haye bilkul useless vidiyo bhai,H
4146,Mashallah tumhara reply acha laga bro,O
4147,Bhai tumhara attitude pasand nai aaya,H
4148,Yaar best one on this topic,O
4149,Haye dimagh kharab kar dia :P,H
4150,Aray tume jaise logon ki wajah se! internet kharab hai :) yaar,H
4151,Mashallah positive vibes only bhai ok,O
4152,Mashallah appreciate your effort yaar,O
4153,Mashallah ghatiya!! quality yaar bro,H
4154,Bhai jhoot bolta hy tuu,H
4155,Haye faltu vidio banai hai :),H
4156,bilkul uesless video bro,H
4157,Aray ye keaa bakwas logic hey yaar,H
4158,Haye gud initiative bro,O
4159,Bhai bohat informative video hai,O
4160,Haye entertaining vidio bro,O
4161,Aray faltu harkatein band kar bhai,H
4162,MASHALLAH GHATIAY QUALITY BHAI,H
4163,Bhai very clean editing bro,O
4164,Haye jhoot bolta hy tum :),H
4165,Aray ewll done :),O
4166,Bhai ewll explained yaar,O
4167,ganday jokes mat maar bhai,H
4168,Aray bakwaas baatein mat kar bhai,H
4169,Mashallah tumhara content inspire karta haii yaar,O
4170,Aray nice try yaar,O
4171,ye kyaa bakwas logic :) haii :) haha,H
4172,gud :) initiative,O
4173,great job :P bro bhai,O
4174,Bhai woow kya :P baat hai yaar,O
4175,Aray koi sense nai haii video mein :),H
4176,Aray dimagh ka pressure badha diya video ne bhai,H
4177,Yaar tuu :P kitna ghatiya insan hai bhai,H
4178,Haye helpful fooor beginners bro,O
4179,excellent work bro bhai ok,O
4180,dimagh ka dahi kar diya,H
4181,tere comments irritate karte hain yaar,H
4182,Aray tumhara attitude pasand! nhi aaya :),H
4183,Bhai kuch seekh le pehle!!! yaar haha,H
4184,Aray informative content bro,O
4185,Bhai aise kaam se :P kuch!! nhi hota bro,H
4186,YAAR SAHI KAHA :) TUMNE BHAI,O
4187,Mashallah entertaining video bhai,O
4188,Haye ganday jokes mat maar bhai,H
4189,Haye kuch bhi bol deta hai tu bro,H
4190,Aray tumhara attitude pasand nahi aaay! yaar,H
4191,Haye faltu harkatein band kar yaar,H
4192,Haye tumh! jaise logon ki wajah se internet! kharab :P hai :),H
4193,Bhai yaar tum talented ho bhai bro,O
4194,Mashallah badtameez aadmi bro,H
4195,Haye clear!!! aur easy steps bhai,O
4196,ye sab faltu :) content hey :) bro,H
4197,Bhai respect for your hard work :) ok,O
4198,HAYE TERA ACCENT AJEEB HAI BHAI,H
4199,Mashallah itna overacting kyu karta haii,H
4200,Bhai lajawab explanation bhai,O
4201,Yaar tumh jaise! lgoon ki wajah se internet kharab!!! hey!! bro,H
4202,Mashallah yaar tu bahot funny :P hy bro,O
4203,Mashallah maza aagaya dekh kar :),O
4204,shukriya share karne ke!!! liye bro,O
4205,Mashallah keaa faltu insan hai :),H
4206,zabardast editing,O
4207,Aray dmiagh kharab kar dia bro,H
4208,Haye jhoot bolta hai tum :) bro,H
4209,Aray nice message diya yaar,O
4210,bohat mehnat ki!!! haii,O
4211,Aray excellent work!! bro,O
4212,MASHALLAH KOI!! SENSE NHI HEY!!! VIDIO!! MEIN BHAI,H
4213,tumhara content inspire karta haii yaar,O
4214,Haye ye kia bakwas logic hy :),H
4215,Bhai itna overacting kyu karta hai :) yaar,H
4216,MASHALLAH TUMHARA SENSE OF HUMOR! BEST HAI :) YAAR,O
4217,Bhai awaaz irritate karti hai yaar,H
4218,dimagh ka pressure badha diya video ne bro,H
4219,Yaar tum jaise logon ki! wajah se internet kharab hai bhai bro,H
4220,Bhai bro bohot acha video hey bhai,O
4221,Aray pagal :) sa behaviour dikha raha hai :),H
4222,keep it up,O
4223,MASHALLAH WELL :) DOEN,O
4224,Aray tume :P jaise logon ki wajah se internet kharab hey,H
4225,Yaar tumhara sense of humor best :) hey yaar,O
4226,MASHALLAH AWSEOME! CREATIVITY BRO,O
4227,Haye zabardast editing bhai,O
4228,Yaar tum!! toh drama queen nikla bhai,H
4229,appreciate yuor effort bro,O
4230,Aray faltu harkatein band kar :) haha,H
4231,Bhai dil khush kar diya yaar,O
4232,Aray maza aagaya dekh kar yaar,O
4233,Haye tera accetn ajeeb!! hey yaar,H
4234,Bhai very helpful yaar,O
4235,Aray appreciate your!!! effort bhai,O
4236,bohat!! informative video :) hai bro,O
4237,Bhai bilkul useless viedo :),H
4238,Haye ajeeb bekaar banda hai yaar,H
4239,Mashallah tera accent ajeeb haii bro,H
4240,Mashallah tu toh!!! drama queen nikla,H
4241,ARAY WELL DONE,O
4242,tumhara sense of humor! best hai bhai,O
4243,Aray awesome creativity yaar,O
4244,positive vibes only nice,O
4245,Bhai maza aagaya dekh kar bhai,O
4246,HAYE BAKWAS VIDEO BRO,H
4247,tera kontent bakwas hy bhai,H
4248,Aray wow kia baat hy!!! bhai,O
4249,gud information! di yaar,O
4250,appreciate your effort :),O
4251,Aray itna overacting kyu karta hai,H
4252,Haye awesome creativity yaar bro,O
4253,perfect explanation yaar,O
4254,Bhai tumhraa kontent unique hy yaar,O
4255,Haye awesome creativity bro,O
4256,Mashallah dimagh ka dahi kar diya!! :),H
4257,Haye simple aur samajhne!!! layak video,O
4258,Haye keep it :) up yaar,O
4259,ARAY BOHT ACHA CONTENT HAI YAAR,O
4260,Aray aise kaam!!! se kuch nahi hota!! :),H
4261,GREAT ENERGY BRO BRO,O
4262,Yaar tumhara!!! reply acha laga bhai,O
4263,Mashallah bhai tuu kuch nahi jaanta bro,H
4264,Bhai dimagh kharab kar dia :) bhai,H
4265,clear aur :) easy steps bro,O
4266,Haye respect for your hard work :),O
4267,best one on this topic bro,O
4268,Aray tujhe sharam :P nahi atai,H
4269,Aray faltu time waste bro,H
4270,Aray nice explanation :) yaar bro haha,O
4271,Haye tumhara!!! styleeee alag haii bro,O
4272,Yaar tera accent :) ajeeb hy,H
4273,Bhai ye sab :) faltu content hai :) ok,H
4274,Bhai badtameez aadmi bhai,H
4275,Mashallah gr8 energy :) bro yaar,O
4276,excellent work bro bro,O
4277,Yaar ye kyaa bakwas logic haii,H
4278,Haye awesome :P creativity yaar,O
4279,Aray tumhara reply!! acha laga! yaar,O
4280,Mashallah tuu samjhta kya hai apne aap ko,H
4281,Bhai itna overacting kyu karta haii!! bro,H
4282,Haye tum jaise logon ki wajah!! seeee internet kharab hai :),H
4283,Yaar badtameez aadmi bro,H
4284,Bhai boht useful tips di bhai nice,O
4285,Haye faltu harkatein band kar bro,H
4286,MASHALLAH GUSSA AA GAYA VIDEO DEKH KAR :) haha,H
4287,Haye bohat :P informative vidiyo haii yaar,O
4288,Mashallah koi sense nahi hai video! mein yaar,H
4289,Aray great energy bro bhai,O
4290,Haye boht accha content hai bro,O
4291,ye sab jhoot hy! lol,H
4292,Yaar pagal sa behaviour dikha raha hai bhai,H
4293,Mashallah zaabrdast editing yaar,O
4294,Mashallah dimagh kharab kar! dia bhai,H
4295,Mashallah keep posting!! yaar,O
4296,positive vibes! only :),O
4297,Yaar awesome creativity lol,O
4298,Mashallah wow kya baat hai :),O
4299,Aray appreciate your effort yaar,O
4300,Haye ganday jokes mat maar bro,H
4301,Yaar yaar tu bohot funny hai! yaar haha,O
4302,HAYE NICE MESSGAE :P DIYA,O
4303,Bhai tera content :) bakwaaas hey yaar,H
4304,Mashallah great energy bro,O
4305,Mashallah gussa :) aa gaya :) vidiyo dekh kar bhai,H
4306,Aray tumhara! content inspire karta hai,O
4307,ghatiya quality bhai haha,H
4308,Bhai gud luck for :P nxet project yaar,O
4309,Bhai kuch seekh le pehle bhai,H
4310,HAYE KYA FALTU INSAN HAI YAAR,H
4311,Bhai great jooob bro bhai,O
4312,Aray samajh nahi aata kya kar raha haii,H
4313,Bhai helpful for beginners :),O
4314,Haye tum!! jaise logon ki wajah se! internet kharab hai :),H
4315,Mashallah itna :) overacting kyu karta hai bro,H
4316,Aray tum pagal hai kyaa yaar,H
4317,Haye pagal insaan yaar,H
4318,Haye ye sab!!! faltu content :) hai bro,H
4319,Mashallah tujhe!!! sharam nahi aati!! :),H
4320,Aray keep :) it up bhai,O
4321,kamal ka effort haii :),O
4322,Haye awaaz!!! irritate karti hai :),H
4323,Yaar tuu kitna! ghatiya insan :) haii :),H
4324,Yaar mashallah nice work,O
4325,Mashallah cool video bro nice,O
4326,Bhai best!!! one oooon this topic bro bro,O
4327,Haye kuch seekh le pehle yaar,H
4328,Mashallah bohat informative :P video hy!,O
4329,Haye yaar tum talented ho bhai,O
4330,Haye nice presentation! bhai,O
4331,Mashallah itna irritating content yaar ok,H
4332,Aray ye sab nafrat failata hai bro,H
4333,HAYE SIMPLE AUR SAMAJHNE LAYAK VIDEO,O
4334,Haye bilkul :) useless vidiyo yaar,H
4335,Yaar well done yaar,O
4336,Yaar pagal insaan bro,H
4337,Yaar ye kia bakwas logic hai!! :) haha,H
4338,Mashallah entertaining video bro,O
4339,Yaar helpful :P for beginners,O
4340,Mashallah mujhe ye :) video pasand aaya :),O
4341,Mashallah lajawab explanation yaar,O
4342,Yaar tuu pagal hai kya :) lol,H
4343,Haye tum sirf views ke! liye kar raha hy!!,H
4344,Haye tumeh!! jaise logon! ki wajah :P se internet kharab hy bro,H
4345,Bhai tumhara attitude pasand nahi aaya bro,H
4346,Aray bakwas video yaar lol,H
4347,MASHALLAH FALTU VIDIO BANAI HAI,H
4348,Yaar respect for!! your hard!!! wokr!!,O
4349,kamal ka effort hai yaar,O
4350,Yaar great energy bro yaar bro,O
4351,Aray tu toh!! drama queen nikla bro,H
4352,YAAR TUM PAGAL HAII KIA :),H
4353,Haye great job bro yaar,O
4354,Mashallah positive vibes only :),O
4355,Bhai nice tutorial bro,O
